Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747938409,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1747938410,20,,Aggregated,0.000000,0.000000,370,380,380,390,520,550,590,590,590,590,590,40,0,370.0,354.68737249975675,160.77620000214665,591.9302000002062,3596.3
1747938411,40,,Aggregated,0.000000,0.000000,360,370,380,380,520,550,620,620,620,620,620,77,0,360.0,345.9199506492927,160.77620000214665,621.0958000010578,2804.285714285714
1747938412,60,,Aggregated,39.000000,0.000000,360,370,380,380,530,620,770,780,830,830,830,117,2,360.0,352.6443196579694,22.848100001283456,832.3868000006769,2778.931623931624
1747938413,100,,Aggregated,37.500000,0.000000,360,370,380,390,590,680,780,860,1000,1000,1000,159,3,360.0,360.83279999995125,16.43550000153482,1012.4692999997933,2839.7169811320755
1747938414,120,,Aggregated,37.666667,0.666667,350,370,380,390,620,730,810,860,1000,1000,1000,205,3,350.0,365.29434585357126,16.43550000153482,1012.4692999997933,2858.1951219512193
1747938415,140,,Aggregated,39.000000,0.750000,350,370,380,390,620,730,810,860,1000,1000,1000,250,3,350.0,361.7260299999034,16.43550000153482,1012.4692999997933,3008.992
1747938416,160,,Aggregated,40.800000,0.600000,350,370,380,390,610,720,780,860,1000,1000,1000,287,4,350.0,362.4835689894631,16.43550000153482,1012.4692999997933,2944.205574912892
1747938417,180,,Aggregated,41.166667,0.500000,360,370,380,440,630,730,810,870,1100,1100,1100,345,7,360.0,373.48279072461264,9.42419999773847,1067.3244999998133,3060.3942028985507
1747938418,200,,Aggregated,40.857143,0.571429,360,370,390,480,660,730,810,870,1700,1700,1700,409,8,360.0,381.54660415643764,9.42419999773847,1676.6022999981942,3169.635696821516
1747938419,200,,Aggregated,42.500000,0.875000,360,380,400,490,670,740,860,1000,1700,1700,1700,470,9,360.0,386.37449829781116,9.42419999773847,1676.6022999981942,3160.2893617021277
1747938420,200,,Aggregated,44.555556,0.888889,360,380,420,530,680,770,930,1000,1700,1700,1700,495,12,360.0,392.9164759595505,9.42419999773847,1676.6022999981942,3227.6141414141416
1747938421,200,,Aggregated,46.700000,0.900000,360,380,450,570,680,780,1000,1300,1700,1700,1700,522,14,360.0,405.30363582371257,9.42419999773847,1676.6022999981942,3252.369731800766
1747938422,200,,Aggregated,45.300000,1.200000,360,380,480,570,700,810,1000,1400,2000,2000,2000,554,15,360.0,413.7522572201841,9.42419999773847,1985.0803000008455,3365.07761732852
1747938423,200,,Aggregated,44.500000,1.400000,360,380,510,580,700,810,1000,1400,2000,2000,2000,589,16,360.0,416.9376825126822,9.42419999773847,1985.0803000008455,3383.7640067911716
1747938424,200,,Aggregated,43.700000,1.300000,360,380,510,580,700,810,1000,1400,2000,2000,2000,621,18,360.0,418.76221400960804,9.42419999773847,1985.0803000008455,3351.1626409017713
1747938425,200,,Aggregated,42.900000,1.300000,360,390,530,600,730,860,1100,1400,2000,2000,2000,666,19,360.0,430.3486042041495,9.42419999773847,1985.0803000008455,3327.2372372372374
1747938426,200,,Aggregated,41.300000,1.500000,360,390,540,600,740,860,1100,1400,2000,2000,2000,688,20,360.0,434.40364781971545,9.42419999773847,1985.0803000008455,3302.265988372093
1747938427,200,,Aggregated,41.000000,1.600000,360,390,530,600,730,860,1000,1400,2000,2000,2000,725,22,360.0,432.712508275807,4.281800000171643,1985.0803000008455,3267.4096551724137
1747938428,200,,Aggregated,39.500000,1.600000,360,400,540,600,740,860,1000,1400,2000,2000,2000,750,23,360.0,434.498927066612,4.281800000171643,1985.0803000008455,3286.8573333333334
1747938429,200,,Aggregated,37.700000,1.500000,360,400,540,600,730,860,1000,1400,2000,2000,2000,783,25,360.0,434.32992541502165,4.281800000171643,1985.0803000008455,3236.956577266922
1747938430,200,,Aggregated,34.100000,1.400000,360,410,540,600,730,860,1000,1300,2000,2000,2000,817,25,360.0,435.359324724553,4.281800000171643,1985.0803000008455,3277.3965728274175
1747938431,200,,Aggregated,30.700000,1.600000,360,410,560,610,740,870,1000,1300,2000,2000,2000,854,25,360.0,440.2814009367049,4.281800000171643,1985.0803000008455,3298.103044496487
1747938432,200,,Aggregated,32.200000,1.300000,360,410,560,610,740,870,1000,1300,2000,2000,2000,884,27,360.0,441.2728015836302,4.281800000171643,1985.0803000008455,3342.9592760180994
1747938433,200,,Aggregated,32.700000,1.100000,360,410,560,610,730,870,1000,1300,2000,2000,2000,915,28,360.0,440.65618994528097,4.281800000171643,1985.0803000008455,3294.8185792349727
1747938434,200,,Aggregated,32.400000,1.100000,370,420,560,610,740,870,1000,1300,2000,2000,2000,945,29,370.0,443.7703193650081,4.281800000171643,1985.0803000008455,3300.7703703703705
1747938435,200,,Aggregated,32.300000,1.100000,370,430,570,610,750,910,1100,1300,2000,2000,2000,970,29,370.0,448.2452462886044,4.281800000171643,1985.0803000008455,3339.7690721649483
1747938436,200,,Aggregated,32.500000,1.100000,370,430,570,610,750,910,1100,1300,1900,2000,2000,1001,30,370.0,447.99300429565756,4.281800000171643,1985.0803000008455,3345.426573426573
1747938437,200,,Aggregated,30.700000,1.000000,370,440,570,610,750,910,1100,1300,1900,2000,2000,1040,31,370.0,449.21486865378415,4.281800000171643,1985.0803000008455,3272.326923076923
