Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747937808,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1747937809,5,,Aggregated,0.000000,0.000000,350,360,360,360,390,390,390,390,390,390,390,8,0,320.0,284.0157249997901,157.74460000102408,386.3920000003418,2253.0
1747937810,10,,Aggregated,0.000000,0.000000,330,350,360,390,750,790,790,790,790,790,790,18,0,330.0,355.5660222219659,157.74460000102408,788.3919999985665,1897.388888888889
1747937811,15,,Aggregated,0.000000,0.000000,340,350,360,390,750,790,800,800,800,800,800,30,0,330.0,354.9926399997882,157.74460000102408,795.1888999996299,1849.5666666666666
1747937812,20,,Aggregated,8.000000,0.000000,330,350,360,380,730,790,800,800,800,800,800,40,0,330.0,338.7304624996432,157.74460000102408,795.1888999996299,2273.6
1747937813,25,,Aggregated,10.000000,0.000000,340,350,360,370,610,750,800,800,800,800,800,48,0,330.0,340.1137124995633,157.74460000102408,795.1888999996299,2200.4791666666665
1747937814,30,,Aggregated,10.000000,0.000000,350,360,370,380,730,790,840,840,840,840,840,62,1,350.0,360.40034677400047,37.71950000009383,844.3268000009994,2034.4032258064517
1747937815,40,,Aggregated,10.000000,0.000000,350,360,370,390,730,790,840,840,840,840,840,75,1,350.0,357.8074693332019,37.71950000009383,844.3268000009994,2316.7066666666665
1747937816,45,,Aggregated,9.400000,0.000000,350,360,360,390,610,790,840,840,840,840,840,89,1,350.0,351.5073741572236,37.71950000009383,844.3268000009994,2547.224719101124
1747937817,50,,Aggregated,10.000000,0.166667,340,360,360,380,590,770,800,840,840,840,840,101,2,340.0,345.8890009899886,21.37860000220826,844.3268000009994,2412.8217821782177
1747937818,50,,Aggregated,11.125000,0.125000,340,360,380,400,590,770,800,840,840,840,840,121,4,340.0,349.58588925607825,8.157500000379514,844.3268000009994,2684.471074380165
1747937819,50,,Aggregated,11.222222,0.222222,340,360,380,430,610,770,800,840,840,840,840,126,5,340.0,350.46574047607595,8.157500000379514,844.3268000009994,2614.1825396825398
1747937820,50,,Aggregated,11.600000,0.400000,350,360,390,440,620,790,840,840,860,860,860,137,5,350.0,359.7981204379356,8.157500000379514,859.8300000012387,2696.6788321167883
1747937821,50,,Aggregated,11.600000,0.500000,350,360,400,490,640,770,840,840,860,860,860,143,5,350.0,369.881430069883,8.157500000379514,859.8300000012387,2931.6923076923076
1747937822,50,,Aggregated,11.800000,0.500000,350,380,440,510,640,770,800,840,860,860,860,152,5,350.0,375.5497539473493,8.157500000379514,859.8300000012387,2996.5986842105262
1747937823,50,,Aggregated,11.200000,0.500000,350,380,430,510,620,750,800,840,860,860,860,161,5,350.0,376.6784645962368,8.157500000379514,859.8300000012387,2974.7888198757764
1747937824,50,,Aggregated,11.000000,0.500000,350,380,440,510,640,750,800,840,860,860,860,169,5,350.0,380.478556804702,8.157500000379514,859.8300000012387,2875.644970414201
1747937825,50,,Aggregated,11.300000,0.500000,350,380,450,510,630,750,800,840,860,860,860,174,5,350.0,382.6612385057432,8.157500000379514,859.8300000012387,2900.816091954023
1747937826,50,,Aggregated,10.800000,0.400000,350,380,440,510,620,750,800,840,860,860,860,181,5,350.0,381.9071900552595,8.157500000379514,859.8300000012387,2845.740331491713
1747937827,50,,Aggregated,9.800000,0.400000,350,380,450,510,620,750,800,840,860,860,860,190,5,350.0,382.73840315793535,8.157500000379514,859.8300000012387,2867.3894736842103
1747937828,50,,Aggregated,9.000000,0.400000,350,380,440,510,620,750,800,840,860,860,860,198,5,350.0,382.74556868690513,8.157500000379514,859.8300000012387,2865.651515151515
1747937829,50,,Aggregated,8.800000,0.300000,350,380,450,510,620,740,800,840,860,860,860,205,5,350.0,384.7408639024673,8.157500000379514,859.8300000012387,2802.009756097561
1747937830,50,,Aggregated,8.000000,0.100000,350,390,490,520,630,750,840,860,1400,1400,1400,214,5,350.0,395.52412242991414,8.157500000379514,1381.1802999989595,2858.808411214953
1747937831,50,,Aggregated,7.900000,0.000000,350,390,490,510,630,750,840,860,1400,1400,1400,221,6,350.0,396.23143438916384,8.157500000379514,1381.1802999989595,2916.841628959276
1747937832,50,,Aggregated,7.400000,0.000000,350,390,500,520,630,750,840,860,1400,1400,1400,228,6,350.0,397.10280789476155,8.157500000379514,1381.1802999989595,2924.495614035088
1747937833,50,,Aggregated,7.600000,0.100000,350,400,500,530,630,750,840,860,1400,1400,1400,238,6,350.0,400.14137184880383,8.157500000379514,1381.1802999989595,3014.214285714286
1747937834,50,,Aggregated,7.500000,0.100000,360,400,510,530,630,750,840,1200,1400,1400,1400,246,6,360.0,405.37328414638904,8.157500000379514,1381.1802999989595,3006.3211382113823
