Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747938108,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1747938109,10,,Aggregated,0.000000,0.000000,380,380,430,430,480,480,480,480,480,480,480,16,0,380.0,340.36469375041634,174.9710000003688,483.1574999989243,2035.5
1747938110,20,,Aggregated,0.000000,0.000000,410,410,440,480,720,780,1400,1400,1400,1400,1400,38,0,390.0,406.1135973687143,174.9710000003688,1406.5553999971598,2321.7631578947367
1747938111,40,,Aggregated,12.000000,0.000000,380,410,440,470,560,770,780,1400,1400,1400,1400,54,0,380.0,387.110346296578,155.86650000113877,1406.5553999971598,2900.685185185185
1747938112,50,,Aggregated,13.500000,0.000000,350,410,430,460,560,770,1400,2100,2100,2100,2100,76,0,350.0,391.30078684238947,155.86650000113877,2121.0917999997037,2654.1315789473683
1747938113,60,,Aggregated,16.666667,0.000000,350,390,410,460,560,1400,2700,2800,2800,2800,2800,100,0,350.0,438.67026200030523,155.86650000113877,2812.2495999996318,2761.88
1747938114,70,,Aggregated,17.000000,0.000000,350,380,410,460,580,780,2700,2700,2800,2800,2800,124,0,350.0,427.04842580670015,155.86650000113877,2812.2495999996318,2739.25
1747938115,80,,Aggregated,19.000000,0.000000,340,370,410,440,580,780,2700,2700,2800,2800,2800,149,1,340.0,410.80979395989544,139.23520000025746,2812.2495999996318,2656.3557046979868
1747938116,90,,Aggregated,19.666667,0.000000,340,370,410,430,560,770,2100,2700,2800,2800,2800,177,1,340.0,399.7692016949716,139.23520000025746,2812.2495999996318,2658.9661016949153
1747938117,100,,Aggregated,19.857143,0.000000,340,360,410,430,570,770,1400,2700,2800,2800,2800,206,1,340.0,394.8808058253279,139.23520000025746,2812.2495999996318,2917.223300970874
1747938118,100,,Aggregated,20.750000,0.125000,340,370,410,430,610,770,1400,2700,2800,2800,2800,240,1,340.0,394.4528254167987,139.23520000025746,2812.2495999996318,2899.7375
1747938119,100,,Aggregated,22.000000,0.111111,340,380,420,460,620,770,1200,2700,2800,2800,2800,254,1,340.0,401.13310826784544,139.23520000025746,2812.2495999996318,2871.047244094488
1747938120,100,,Aggregated,22.800000,0.100000,340,380,430,460,630,770,1200,2700,2800,2800,2800,268,1,340.0,403.37533656730193,139.23520000025746,2812.2495999996318,3000.3880597014927
1747938121,100,,Aggregated,23.500000,0.100000,340,380,430,470,630,770,1200,2700,2800,2800,2800,283,1,340.0,405.7380565372573,139.23520000025746,2812.2495999996318,2930.5194346289754
1747938122,100,,Aggregated,23.300000,0.100000,350,390,430,480,640,920,1400,2700,2800,2800,2800,300,4,350.0,413.74394533349306,32.97459999885177,2812.2495999996318,3092.7566666666667
1747938123,100,,Aggregated,22.800000,0.100000,350,390,450,490,640,870,1200,2100,2800,2800,2800,313,4,350.0,418.47338306723805,32.97459999885177,2812.2495999996318,3104.8370607028755
1747938124,100,,Aggregated,22.000000,0.100000,350,400,460,540,670,870,1400,2200,2800,2800,2800,328,4,350.0,428.21069237819887,32.97459999885177,2812.2495999996318,3136.545731707317
1747938125,100,,Aggregated,21.300000,0.400000,350,410,470,550,670,920,1600,2200,2800,2800,2800,346,4,350.0,436.70270867065386,32.97459999885177,2812.2495999996318,3191.664739884393
1747938126,100,,Aggregated,20.200000,0.400000,350,410,470,550,670,870,1400,2200,2800,2800,2800,369,4,350.0,436.2227807589404,32.97459999885177,2812.2495999996318,3181.970189701897
1747938127,100,,Aggregated,19.800000,0.400000,350,410,470,550,670,870,1400,2200,2800,2800,2800,386,4,350.0,435.5309158032337,32.97459999885177,2812.2495999996318,3191.29792746114
